Post type,Title,Post url,Author(s),Date and time posted,Tags,No. of comments
article,How 5 Asian American Voters Are Thinking About The Midterms,https://fivethirtyeight.com/features/how-5-asian-american-voters-are-thinking-about-the-midterms/,Alex Samuels,"Oct. 20, 2022, at 10:51 AM",2022 Election; 2022 Midterms; Voices Of Color,10
article,Why Candidates Are Debating Less Often This Election Cycle,https://fivethirtyeight.com/features/why-candidates-are-debating-less-often-this-election-cycle/,Monica Potts,"Oct. 20, 2022, at 6:00 AM",2022 Election; Senate; 2022 Midterms; Debates; Governors; Midterms,13
podcast,Want To Know Who Will Win The House? Watch These 4 Districts,https://fivethirtyeight.com/videos/want-to-know-who-will-win-the-house-watch-these-4-districts/,None/All,"Oct. 19, 2022",Politics Podcast; Video; 2022 Election; Featured video,6
podcast,Do Americans Actually Get Fed Up And Move To Canada?,https://fivethirtyeight.com/videos/do-americans-actually-get-fed-up-and-move-to-canada/,None/All,"Oct. 19, 2022",Politics Podcast; Video; 2022 Election; Featured video,8
article,It’s Hard To Run Elections These Days. Just Ask Nevada’s Election Officials.,https://fivethirtyeight.com/features/nevada-election-officials-election-deniers/,Kaleigh Rogers,"Oct. 19, 2022, at 10:00 AM",2022 Election; Nevada; Election Administration; Election Deniers; The Big Lie,8
article,We Tried To Outguess The FiveThirtyEight Forecast,https://fivethirtyeight.com/features/we-tried-to-outguess-the-fivethirtyeight-forecast/,Nathaniel Rakich; Geoffrey Skelley; Alex Samuels; Santul Nerkar,"Oct. 19, 2022, at 6:00 AM",2022 Election; Slack Chat; 2022 Midterms; Georgia Senate; 2022 Election Forecast; Arizona Politics; Pennsylvania Senate; Ohio Senate; Pennsylvania Politics; Georgia Governor,13
article,How Have The Georgia Polls Moved Since Herschel Walker’s Abortion Controversy?,https://fivethirtyeight.com/features/herschel-walker-polls/,Nathaniel Rakich,"Oct. 18, 2022, at 11:26 AM",2022 Election; 2022 Midterms; 2022 Senate Elections; Georgia Senate; Georgia Politics; Raphael Warnock; Herschel Walker,20
article,Democrats Spent Loads Boosting Republicans They Thought Were Less Electable. Will It Pay Off?,https://fivethirtyeight.com/features/democrats-spent-loads-boosting-republicans-they-thought-were-less-electable-will-it-pay-off/,Geoffrey Skelley,"Oct. 18, 2022, at 6:00 AM",Donald Trump; 2022 Election; Election Update; Pennsylvania; Primaries; Illinois; 2022 Governors Elections; New Hampshire Senate; Maryland Governor,17
podcast,Politics Podcast: The U.S. House Districts To Watch In 2022 ,https://fivethirtyeight.com/features/politics-podcast-the-u-s-house-districts-to-watch-in-2022/,Galen Druke; Zoha Qamar; Nate Silver; Kaleigh Rogers; Maya Sweedler; Nathaniel Rakich; Geoffrey Skelley,"Oct. 17, 2022",FiveThirtyEight Podcasts; Politics Podcast; 2022 Election; 2022 Midterms; Migration,5
video,We Watched 100+ Democratic TV Ads So You Don’t Have To,https://fivethirtyeight.com/videos/we-watched-100-democratic-tv-ads-so-you-dont-have-to/,Nathaniel Rakich; Anna Rothschild,"Oct. 17, 2022",Video; 2022 Election; Featured video,8
article,The 10 Districts Most Likely To Decide Control Of The House,https://fivethirtyeight.com/features/house-tipping-point-districts/,Nathaniel Rakich,"Oct. 17, 2022, at 6:00 AM",2022 Election; Election Update; 2022 House Elections; Tipping Point States,14
article,Can Focusing On Climate Change Help Win Elections?,https://fivethirtyeight.com/features/can-focusing-on-climate-change-help-win-elections/,Maggie Koerth,"Oct. 17, 2022, at 6:00 AM",2022 Election; Climate Change; Political Advertising,7
article,Betting Markets Are Treating The Midterm Elections Like It’s A Presidential Election,https://fivethirtyeight.com/features/betting-markets-are-treating-the-midterm-elections-like-its-a-presidential-election/,Nate Silver,"Oct. 14, 2022, at 11:15 AM",2022 Election; Election Update; 2022 Midterms; Forecasts; 2022 Election Forecast; Forecast Models,26
article,Could Pot Be Decriminalized Before Biden Leaves Office?,https://fivethirtyeight.com/features/could-pot-be-decriminalized-before-biden-leaves-office/,Lester Black,"Oct. 14, 2022, at 10:57 AM",2022 Election; 2022 Midterms; The Biden Administration; Drugs; Marijuana Legalization,11
video,The Three Races Bringing Down Democrats’ Odds Of Holding The Senate,https://fivethirtyeight.com/videos/the-three-races-bringing-down-democrats-odds-of-holding-the-senate/,Sophia Lebowitz; Galen Druke,"Oct. 14, 2022",Video; 2022 Election; Featured video; 2022 Senate Elections,9
article,"Five Decades Into The War On Drugs, Decriminalizing Marijuana Has High Bipartisan Support ",https://fivethirtyeight.com/features/five-decades-into-the-war-on-drugs-decriminalizing-marijuana-has-high-bipartisan-support/,Zoha Qamar,"Oct. 14, 2022, at 6:00 AM",Pollapalooza; The Biden Administration; Criminal Justice; Drugs; Marijuana Legalization,5
article,The Jan. 6 Hearings Are Over For Now. Trump’s Election Fraud Claims Are Not.,https://fivethirtyeight.com/features/the-jan-6-hearings-are-over-for-now-trumps-election-fraud-claims-are-not/,Kaleigh Rogers,"Oct. 13, 2022, at 6:23 PM",Donald Trump; 2022 Election; 2022 Midterms; Jan. 6 Investigation; Liz Cheney,9
podcast,Politics Podcast: Is Oregon Going To Elect A Republican Governor? ,https://fivethirtyeight.com/features/politics-podcast-is-oregon-going-to-elect-a-republican-governor/,Galen Druke; Nate Silver,"Oct. 13, 2022",FiveThirtyEight Podcasts; Politics Podcast; Georgia; Public Opinion; Model Talk; Scandals; Herschel Walker,4
article,What Attacks On John Fetterman’s Health Reveal About Disability And Politics,https://fivethirtyeight.com/features/john-fettermans-attacks-on-health-disability-and-politics/,Alex Samuels,"Oct. 13, 2022, at 11:30 AM",2022 Election,26
article,Can Democrats Win 52 Senate Seats And Kill The Filibuster?,https://fivethirtyeight.com/features/52-senators-filibuster/,Nathaniel Rakich,"Oct. 13, 2022, at 11:23 AM",Congress; 2022 Election; Election Update; 2022 Senate Elections; Filibusters,20
video,Voting Rights In North Carolina Could Hinge On Its Supreme Court Election,https://fivethirtyeight.com/videos/voting-rights-in-north-carolina-could-hinge-on-its-supreme-court-election/,Kaleigh Rogers; Sophia Lebowitz,"Oct. 12, 2022",Video; 2022 Election; Featured video; Supreme Court; North Carolina,5
podcast,From Gas Prices To The Threat Of Nuclear Conflict … What Is Shaping The Midterms?,https://fivethirtyeight.com/videos/from-gas-prices-to-the-threat-of-nuclear-conflict-what-is-shaping-the-midterms/,None/All,"Oct. 12, 2022",Politics Podcast; Video; 2022 Election; Featured video; October Surprise,10
article,Why Kansas’s Democratic Governor Isn’t Talking About Abortion — But Her GOP Opponent Is,https://fivethirtyeight.com/features/why-kansass-democratic-governor-isnt-talking-about-abortion-but-her-gop-opponent-is/,Amelia Thomson-DeVeaux,"Oct. 12, 2022, at 12:07 PM",2022 Election; 2022 Midterms; Abortion; Kansas; 2022 Governors Elections,5
article,Why The GOP Might Pick Up Colorado’s Newest District,https://fivethirtyeight.com/features/why-the-gop-might-pick-up-colorados-newest-district/,Alex Samuels; Kaleigh Rogers,"Oct. 12, 2022, at 6:00 AM",2022 Election; 2022 Midterms; Colorado; Redistricting,7
article,Why Fewer Americans Are Likely To Vote For A Republican Governor And A Democratic Senator,https://fivethirtyeight.com/features/why-fewer-americans-are-likely-to-vote-for-a-republican-governor-and-a-democratic-senator/,Geoffrey Skelley,"Oct. 12, 2022, at 6:00 AM",2022 Election; New Hampshire; Kansas; 2022 Senate Elections; 2022 Governors Elections; Vermont; Negative Partisanship; Elastic States; Split ticket,4
article,The Most Important Attorney General And Secretary Of State Races To Watch,https://fivethirtyeight.com/features/secretary-of-state-elections/,Nathaniel Rakich,"Oct. 11, 2022, at 3:28 PM",2022 Election; 2022 Midterms; Abortion; Election Administration; Voting Rights; Access To Abortion; Election Deniers; Attorney General; Secretary Of State,5
article,Many Americans Say They Want To Relocate For Political Reasons. Few Actually Do.,https://fivethirtyeight.com/features/many-americans-say-they-want-to-relocate-for-political-reasons-few-actually-do/,Zoha Qamar,"Oct. 11, 2022, at 11:55 AM",2022 Election; 2022 Midterms; Abortion; Partisanship,18
podcast,Politics Podcast: Which News Stories Will Matter For The Midterms? ,https://fivethirtyeight.com/features/politics-podcast-which-news-stories-will-matter-for-the-midterms/,Galen Druke; Nate Silver; Kaleigh Rogers; Geoffrey Skelley,"Oct. 10, 2022",FiveThirtyEight Podcasts; Politics Podcast; Polling; 2022 Midterms; Public Opinion; October Surprise,10
article,We’re Looking For A Freelance Audio Editor For Our Politics Podcast,https://fivethirtyeight.com/features/were-looking-for-a-freelance-audio-editor-for-our-politics-podcast/,Galen Druke,"Oct. 10, 2022",Housekeeping,6
video,John Fetterman Keeps Going Viral. How Is His Senate Campaign Doing?,https://fivethirtyeight.com/videos/who-is-john-fetterman/,Michael Tabb,"Oct. 10, 2022",Video; 2022 Election; Pennsylvania,24
article,2022 Is Not Another ‘Year Of The Woman’,https://fivethirtyeight.com/features/2022-women-candidates-data/,Meredith Conroy; Nathaniel Rakich,"Oct. 10, 2022, at 6:00 AM",2022 Election; 2022 Midterms; 2022 Primaries; Women in Politics,11
podcast,How Our Midterm Forecast Takes Candidates’ Scandals Into Account,https://fivethirtyeight.com/videos/how-our-midterm-forecast-takes-candidates-scandals-into-account/,None/All,"Oct. 7, 2022",Politics Podcast; Video; Featured video; Herschel Walker,9
video,Why Our Model Thinks Democrats Are Unlikely To Hold The House,https://fivethirtyeight.com/videos/why-our-model-thinks-democrats-are-unlikely-to-hold-the-house/,Sophia Lebowitz; Galen Druke,"Oct. 7, 2022",Video; Featured video; 2022 House Elections,7
article,Nevada Could Be Senate Republicans’ Ace In The Hole,https://fivethirtyeight.com/features/nevada-could-be-senate-republicans-ace-in-the-hole/,Nate Silver,"Oct. 7, 2022, at 1:13 PM",2022 Election; Election Update; 2022 Midterms; 2022 Senate Elections; Senate Forecast; Nevada Politics,21
article,When Did Americans Stop Caring About COVID-19?,https://fivethirtyeight.com/features/when-did-americans-stop-caring-about-covid-19/,Kaleigh Rogers; Zoha Qamar,"Oct. 7, 2022, at 6:00 AM",COVID-19; 2022 Election; Pollapalooza; American Issues,21
podcast,Politics Podcast: Do Scandals Like Herschel Walker's Still Matter To Voters? ,https://fivethirtyeight.com/features/politics-podcast-do-scandals-like-herschel-walkers-still-matter-to-voters/,Galen Druke; Nate Silver; Nathaniel Rakich,"Oct. 6, 2022",FiveThirtyEight Podcasts; Politics Podcast; Georgia; Public Opinion; Model Talk; Scandals; Herschel Walker,9
article,Why Republicans Could Win Oregon’s Governorship For The First Time In 40 Years,https://fivethirtyeight.com/features/why-republicans-could-win-oregons-governorship-for-the-first-time-in-40-years/,Geoffrey Skelley,"Oct. 6, 2022, at 6:00 AM",2022 Election; Election Update; 2022 Midterms; Governors; Oregon,11
article,John Fetterman’s Lead In Pennsylvania Is Tightening — And So Are Democrats’ Chances In The Senate,https://fivethirtyeight.com/features/fetterman-oz-polls/,Nathaniel Rakich,"Oct. 5, 2022, at 4:27 PM",2022 Election; Election Update; 2022 Midterms; 2022 Senate Elections; Pennsylvania Senate; Pennsylvania Politics,20
podcast,McConnell Favors The Senate’s Version Of The Electoral Count Act,https://fivethirtyeight.com/videos/mcconnell-favors-the-senates-version-of-the-electoral-count-act/,None/All,"Oct. 5, 2022",Politics Podcast; Video; Featured video,7
article,How Hurricane Ian Could Affect Ron DeSantis’s Political Future,https://fivethirtyeight.com/features/hurricane-ian-desantis/,Nathaniel Rakich,"Oct. 5, 2022, at 12:26 PM",2022 Election; Approval Ratings; Governors; Hurricanes; Ron DeSantis; Hurricane Ian,6
article,Are Democrats Heading For Another Disappointment In North Carolina?,https://fivethirtyeight.com/features/cheri-beasley-democrats-losing-streak-north-carolina/,Alex Samuels,"Oct. 5, 2022, at 6:00 AM",2022 Election; Election Update; 2022 Midterms,15
podcast,Does A Hurricane Change A State’s Politics?,https://fivethirtyeight.com/videos/does-a-hurricane-change-a-states-politics/,None/All,"Oct. 4, 2022",Politics Podcast; Video; Featured video,5
article,Will Herschel Walker’s Abortion Controversy Hurt His Chances In Georgia?,https://fivethirtyeight.com/features/herschel-walker-scandal/,Nathaniel Rakich,"Oct. 4, 2022, at 4:25 PM",2022 Election; Election Update; 2022 Midterms; Abortion; 2022 Senate Elections; Georgia Senate; Scandals; Georgia Politics,33
video,Georgia’s Governor Race Will Have Major Implications For Abortion Access,https://fivethirtyeight.com/videos/georgias-governor-race-will-have-major-implications-for-abortion-access/,Amelia Thomson-DeVeaux; Sophia Lebowitz,"Oct. 4, 2022",Video; 2022 Election; Featured video; 2022 Midterms; Abortion; Stacey Abrams; Brian Kemp,3
article,Young Women’s Views On Abortion Could Reshape The Midterms — And The Future Of Politics,https://fivethirtyeight.com/features/young-womens-views-on-abortion-could-reshape-the-midterms-and-the-future-of-politics/,Amelia Thomson-DeVeaux,"Oct. 4, 2022, at 9:58 AM",2022 Election; 2022 Midterms; Abortion; Youth Vote; Ipsos; Women Voters,11
article,How 5 Latino Voters Are Thinking About The Midterms,https://fivethirtyeight.com/features/how-5-latino-voters-are-thinking-about-the-midterms/,Alex Samuels,"Oct. 4, 2022, at 6:00 AM",2022 Election; 2022 Midterms; Voices Of Color,9
podcast,Politics Podcast: What Would Two More Senators Do For Democrats? ,https://fivethirtyeight.com/features/politics-podcast-what-would-two-more-senators-do-for-democrats/,Galen Druke; Nate Silver; Maggie Koerth; Nathaniel Rakich,"Oct. 3, 2022",FiveThirtyEight Podcasts; Politics Podcast; Senate; Public Opinion; Hurricanes,7
article,The Supreme Court Is On The Verge Of Killing The Voting Rights Act,https://fivethirtyeight.com/features/supreme-court-kill-voting-rights-act/,Amelia Thomson-DeVeaux,"Oct. 3, 2022, at 6:00 AM",Supreme Court; Redistricting; Voting Rights; John Roberts; Voting Rights Act,22
article,How Natural Disasters Can Change A Politician,https://fivethirtyeight.com/features/how-natural-disasters-can-change-a-politician/,Maggie Koerth,"Sep. 30, 2022, at 2:36 PM",Climate Change; Weather; Hurricanes; Natural Disasters; Extreme Weather; Hurricane Ian,8
article,5 Reasons For Democrats To Still Be Concerned About The Midterms,https://fivethirtyeight.com/features/5-reasons-for-democrats-to-still-be-concerned-about-the-midterms/,Nate Silver,"Sep. 30, 2022, at 11:38 AM",2022 Election; Election Update,33
article,Iranians Are Ready For A Different Approach to Religion and Government,https://fivethirtyeight.com/features/iranians-are-ready-for-a-different-approach-to-religion-and-government/,Zoha Qamar,"Sep. 30, 2022, at 6:00 AM",Pollapalooza; Religion; Iran; Islam; Middle East,5
podcast,Politics Podcast: There’s A 6-In-10 Chance One Party Will Control Both Chambers Of Congress ,https://fivethirtyeight.com/features/politics-podcast-theres-a-6-in-10-chance-one-party-will-control-both-chambers-of-congress/,Galen Druke; Nate Silver,"Sep. 29, 2022",FiveThirtyEight Podcasts; Politics Podcast; Public Opinion; Model Talk,7
article,How Waffle House Helps Us Respond To Hurricanes,https://fivethirtyeight.com/features/waffle-house-hurricane/,Maryn McKenna,"Sep. 29, 2022, at 1:36 PM",Climate Change; Hurricanes; Infrastructure; Hurricane Ian,6
article,Democrats Need More Than Beto O’Rourke If They Want To Flip Texas,https://fivethirtyeight.com/features/democrats-need-more-than-beto-orourke-if-they-want-to-flip-texas/,Alex Samuels,"Sep. 29, 2022, at 10:10 AM","2022 Election; Election Update; ""Beto ORourke""; 2022 Governors Elections; Texas Politics",15
article,Two Election Deniers Are Facing Very Different Odds In Arizona,https://fivethirtyeight.com/features/arizona-election-update-blake-masters-kari-lake/,Kaleigh Rogers,"Sep. 29, 2022, at 10:00 AM",2022 Election; Election Update; Election Deniers; Arizona Senate,4
article,Do Democrats And Republicans Agree On Anything About Climate Change And Immigration?,https://fivethirtyeight.com/features/democrats-republicans-climate-change-immigration-ipsos-poll/,Holly Fuong; Geoffrey Skelley,"Sep. 29, 2022, at 6:00 AM",2022 Election; Immigration; Climate Change; American Issues; Ipsos; Inflation Reduction Act,12
article,Women Have Swung Toward Democrats Since The Dobbs Decision,https://fivethirtyeight.com/features/women-have-swung-toward-democrats-since-the-dobbs-decision/,Amelia Thomson-DeVeaux; Meredith Conroy,"Sep. 28, 2022, at 1:06 PM",2022 Election; Gender,15
podcast,How Black Americans Transformed Georgia’s Political Landscape,https://fivethirtyeight.com/videos/how-black-americans-transformed-georgias-political-landscape/,None/All,"Sep. 27, 2022",Politics Podcast; Video; Featured video; 2022 Midterms; Georgia,7
article,Progressives Took A Step Back In The 2022 Primaries — But They’re Playing The Long Game,https://fivethirtyeight.com/features/progressives-democrats-2022/,Meredith Conroy; Nathaniel Rakich,"Sep. 27, 2022, at 1:30 PM",Joe Biden; Bernie Sanders; 2022 Election; 2022 Midterms; Democrats; 2022 Primaries; Progressives; 2022 House Elections; Alexandria Ocasio-Cortez,10
podcast,Can Google Searches Tell Us Something The Polls Can’t?,https://fivethirtyeight.com/videos/can-google-searches-tell-us-something-the-polls-cant/,None/All,"Sep. 27, 2022",Politics Podcast; Video; Polling; Featured video; Georgia,6
podcast,Come To Our Politics Podcast Live Show!,https://fivethirtyeight.com/features/come-to-our-politics-podcast-live-show/,Chadwick Matlin,"Sep. 27, 2022, at 11:55 AM",FiveThirtyEight Podcasts; Politics Podcast; Election Update; Housekeeping,5
podcast,Politics Podcast: Why Biden's Unpopularity Doesn't Seem To Be Tanking Democrats ,https://fivethirtyeight.com/features/politics-podcast-why-bidens-unpopularity-doesnt-seem-to-be-tanking-democrats/,Galen Druke; Nate Silver; Alex Samuels; Geoffrey Skelley; Elena Mejía,"Sep. 26, 2022",FiveThirtyEight Podcasts; Politics Podcast; Senate; Public Opinion; Latino Voters; Election Deniers,9
podcast,Why Misinformation Spreads So Quickly On Social Media,https://fivethirtyeight.com/videos/why-misinformation-spreads-so-quickly-on-social-media/,None/All,"Sep. 26, 2022",Politics Podcast; Video; Featured video; Social Media,5
article,How Black Americans Reshaped Politics In Georgia,https://fivethirtyeight.com/features/how-black-americans-reshaped-politics-in-georgia/,Elena Mejía; Alex Samuels,"Sep. 26, 2022, at 6:00 AM",2022 Election; 2022 Midterms; Black Voters; Stacey Abrams; Georgia Politics; Jon Ossoff; Raphael Warnock; Atlanta,7
article,We Fixed An Error In Our Deluxe Midterm Forecast ,https://fivethirtyeight.com/features/we-fixed-an-error-in-our-deluxe-midterms-forecast/,Nathaniel Rakich,"Sep. 23, 2022, at 8:30 PM",2022 Election; Election Update; 2022 Midterms; 2022 Election Forecast,11
article,The Polls Still Do Not Show A GOP Bounceback,https://fivethirtyeight.com/features/the-polls-still-do-not-show-a-gop-bounce-back/,Nate Silver,"Sep. 23, 2022, at 1:49 PM",2022 Election; Election Update,34
video,Abortion Access In North Carolina Might Hinge On 5 Seats In The State Legislature,https://fivethirtyeight.com/videos/abortion-access-in-north-carolina-might-hinge-on-5-seats-in-the-state-legislature/,Amelia Thomson-DeVeaux; Sophia Lebowitz,"Sep. 23, 2022",Video; Featured video; Abortion,6
podcast,Politics Podcast: Is Social Media Turning Us Into Political Extremists? ,https://fivethirtyeight.com/features/politics-podcast-is-social-media-turning-us-into-political-extremists/,Galen Druke,"Sep. 23, 2022",FiveThirtyEight Podcasts; Politics Podcast; Social Media; Misinformation; Extremism,7
article,How Americans Feel About Republican Governors Sending Migrants To Blue Cities,https://fivethirtyeight.com/features/how-americans-feel-about-republican-governors-sending-migrants-to-blue-cities/,Kaleigh Rogers; Zoha Qamar,"Sep. 23, 2022, at 6:00 AM",2022 Election; Pollapalooza; 2022 Midterms; Immigration; American Issues,16
article,"More Democrats Than Ever Support The Palestinian Cause, And That’s Dividing The Party",https://fivethirtyeight.com/features/democrats-israeli-palestinian-conflict-divide/,Zoha Qamar,"Sep. 22, 2022, at 12:33 PM",2022 Election; Democrats; Progressives; Israel,14
article,Latino Voters Shifted Right in 2020. What Does That Mean for Arizona and Nevada This Year?,https://fivethirtyeight.com/features/latino-voters-shifted-right-in-2020-what-does-that-mean-for-arizona-and-nevada-this-year/,Geoffrey Skelley,"Sep. 21, 2022, at 10:00 AM",Donald Trump; Joe Biden; 2022 Election; 2022 Midterms; Nevada; Arizona; 2022 Senate Elections; Latino Voters; 2022 Governors Elections; Mark Kelly; Catherine Cortez Masto,15
article,People Of Color Make Up 41 Percent Of The U.S. But Only 28 Percent Of General-Election Candidates,https://fivethirtyeight.com/features/2022-candidates-race-data/,Nathaniel Rakich,"Sep. 21, 2022, at 6:00 AM",2022 Election; 2022 Midterms; Race; 2022 Primaries; Race and Ethnicity,14
podcast,Latino Voters Swung Right In 2020. Will They Again In 2022?,https://fivethirtyeight.com/videos/latino-voters-swung-right-in-2020-will-they-again-in-2022/,None/All,"Sep. 20, 2022",Politics Podcast; Video; Featured video,7
podcast,Lindsey Graham And Chuck Schumer Have Opposite Midterm Strategies,https://fivethirtyeight.com/videos/lindsey-graham-and-chuck-schumer-have-opposite-midterm-strategies/,None/All,"Sep. 20, 2022",Politics Podcast; Video; Featured video,4
article,"Wisconsin Polls Look Good For Democrats, But We Need More Of Them",https://fivethirtyeight.com/features/wisconsin-senate-polls/,Nathaniel Rakich,"Sep. 20, 2022, at 11:13 AM",2022 Election; Election Update; 2022 Midterms; 2022 Senate Elections; 2022 Election Forecast; Wisconsin Politics; Wisconsin Senate,14
article,When Abortion Isn’t A Partisan Issue,https://fivethirtyeight.com/features/when-abortion-isnt-a-partisan-issue/,Alex Samuels,"Sep. 20, 2022, at 6:00 AM",2022 Election; 2022 Midterms; Abortion; Access To Abortion; Voices Of Color,13
podcast,Politics Podcast: Which Party Are Latino Voters Choosing In 2022? ,https://fivethirtyeight.com/features/politics-podcast-which-party-are-latino-voters-choosing-in-2022/,Galen Druke; Sarah Frostenson; Monica Potts; Nathaniel Rakich,"Sep. 19, 2022",FiveThirtyEight Podcasts; Politics Podcast; Senate; Public Opinion; Latino Voters; Election Deniers,6
article,Lindsey Graham’s Abortion Ban Is Dividing GOP Senate Candidates In Swing States,https://fivethirtyeight.com/features/lindsey-grahams-abortion-ban-is-dividing-gop-senate-candidates-in-swing-states/,Amelia Thomson-DeVeaux,"Sep. 19, 2022, at 2:00 PM",2022 Election; Election Update; 2022 Midterms; Abortion,16
article,Could A Republican Win Colorado’s Senate Seat?,https://fivethirtyeight.com/features/could-a-republican-win-colorados-senate-seat/,Alex Samuels,"Sep. 19, 2022, at 6:00 AM",2022 Election; Election Update; Colorado Politics,14
article,Will The Polls Overestimate Democrats Again?,https://fivethirtyeight.com/features/will-the-polls-overestimate-democrats-again/,Nate Silver,"Sep. 16, 2022, at 6:00 AM",Polls; 2022 Election; Election Update; 2022 Midterms,36
article,"Trust In Institutions Is Eroding On Both Sides Of The Pond, And The Queen Was Not Exempt",https://fivethirtyeight.com/features/strongtrust-in-institutions-is-eroding-on-both-sides-of-the-pond-and-the-queen-was-not-exempt-strong/,Zoha Qamar,"Sep. 16, 2022, at 6:00 AM",Pollapalooza; United Kingdom; Democracy; Societal Distrust; British Royal Family; Queen Elizabeth II,6
video,What’s Behind Democrats’ Improvement In Our Congressional Forecasts?,https://fivethirtyeight.com/videos/whats-behind-democrats-improvement-in-our-congressional-forecasts/,Galen Druke; Nate Silver,"Sep. 15, 2022",Video; 2022 Election; Featured video,5
podcast,Politics Podcast: It's Not Yet Time To Start Worrying About The Polls ,https://fivethirtyeight.com/features/politics-podcast-its-not-yet-time-to-start-worrying-about-the-polls/,Galen Druke; Nate Silver,"Sep. 15, 2022",FiveThirtyEight Podcasts; Politics Podcast; Public Opinion; Model Talk,4
video,The Midterms Will Determine If Wisconsin’s Abortion Laws Stay In The 1800s,https://fivethirtyeight.com/videos/the-midterms-will-determine-if-wisconsins-abortion-laws-stay-in-the-1800s/,Amelia Thomson-DeVeaux; Sophia Lebowitz; Anna Rothschild,"Sep. 15, 2022",Video; 2022 Election; Featured video; Abortion,7
article,This Candidate Thinks The 2020 Election Was Illegitimate. But He’d Rather You Didn’t Know That.,https://fivethirtyeight.com/features/this-candidate-thinks-the-2020-election-was-illegitimate-but-hed-rather-you-didnt-know-that/,Nathaniel Rakich,"Sep. 14, 2022, at 3:15 PM",2022 Election; Election Deniers; Colorado Politics,20
video,Republicans Can’t Agree On New Abortion Restrictions,https://fivethirtyeight.com/videos/republicans-cant-agree-on-new-abortion-restrictions/,None/All,"Sep. 13, 2022",Video; Featured video; Abortion,13
video,Why Are Senate Candidates Avoiding Debates?,https://fivethirtyeight.com/videos/why-are-senate-candidates-avoiding-debates/,None/All,"Sep. 13, 2022",Video; 2022 Election; Featured video,4
video,King Charles III Isn’t Nearly As Popular As The Queen Was. Does That Matter?,https://fivethirtyeight.com/videos/king-charles-iii-isnt-nearly-as-popular-as-the-queen-was-does-that-matter/,None/All,"Sep. 13, 2022",Video; Featured video; British Royal Family; Queen Elizabeth II,7
video,The Last Chance For Election Deniers To Win Primaries,https://fivethirtyeight.com/videos/election-deniers-new-hampshire-primary/,Nathaniel Rakich; Anna Rothschild,"Sep. 13, 2022",Video; 2022 Election; Featured video; Election Deniers On The Ballot,13
podcast,Politics Podcast: Does The Monarchy Rely On Public Approval? ,https://fivethirtyeight.com/features/politics-podcast-does-the-monarchy-rely-on-public-approval/,Galen Druke; Sarah Frostenson; Amelia Thomson-DeVeaux; Nate Silver,"Sep. 12, 2022",FiveThirtyEight Podcasts; Politics Podcast; Abortion; Debates; Public Opinion; Queen Elizabeth II,3
article,5 Races To Watch In New Hampshire And Rhode Island,https://fivethirtyeight.com/features/5-races-to-watch-in-new-hampshire-and-rhode-island/,Geoffrey Skelley,"Sep. 12, 2022, at 6:00 AM",2022 Election; New Hampshire Primary; 2022 Primaries; Rhode Island Primary; Delaware Primary,5
article,Why Republicans Keep Failing To Pass Abortion Bans,https://fivethirtyeight.com/features/why-republicans-keep-failing-to-pass-abortion-bans/,Amelia Thomson-DeVeaux,"Sep. 12, 2022, at 6:00 AM",Abortion; Roe V. Wade,36
video,Republican Nominees In 40 States Think The 2020 Election Was Stolen. Here’s Why That Matters.,https://fivethirtyeight.com/videos/republican-nominees-in-40-states-think-the-2020-election-was-stolen-heres-why-that-matters/,Nathaniel Rakich; Sophia Lebowitz,"Sep. 9, 2022",Video; 2022 Election; Featured video; 2022 Midterms; Election Deniers,28
article,Why A State Like Michigan Might Actually Be A Blue State,https://fivethirtyeight.com/features/why-a-state-like-michigan-might-actually-be-a-blue-state/,Nate Silver,"Sep. 9, 2022, at 9:00 AM",2022 Election; Election Update; Partisan Lean,25
article,The Supreme Court Is More Unpopular Than Ever. That Could Help Democrats.,https://fivethirtyeight.com/features/the-supreme-court-is-more-unpopular-than-ever-that-could-help-democrats/,Amelia Thomson-DeVeaux; Zoha Qamar,"Sep. 9, 2022, at 6:00 AM",2022 Election; Supreme Court; Pollapalooza; 2022 Midterms; Abortion,11
podcast,The Biggest Historical Midterm Upsets And Other Election Trivia,https://fivethirtyeight.com/videos/the-biggest-historical-midterm-upsets-and-other-election-trivia/,None/All,"Sep. 8, 2022",Politics Podcast; Video; Featured video,3
video,Will Abortion Stay Legal In Pennsylvania?,https://fivethirtyeight.com/videos/will-abortion-stay-legal-in-pennsylvania/,Amelia Thomson-DeVeaux,"Sep. 8, 2022",Video; 2022 Election; Featured video; Pennsylvania; Abortion; Roe V. Wade,7
article,What Is Republicans’ Path To Winning The Senate?,https://fivethirtyeight.com/features/what-is-republicans-path-to-winning-the-senate/,Sarah Frostenson; Nathaniel Rakich; Alex Samuels; Geoffrey Skelley,"Sep. 8, 2022, at 6:00 AM",2022 Election; Slack Chat; 2022 Midterms; 2022 Senate Elections,27
video,Does Herschel Walker Have Enough Goodwill In Georgia To Win A Senate Seat?,https://fivethirtyeight.com/videos/does-herschel-walker-have-enough-goodwill-in-georgia-to-win-a-senate-seat/,Michael Tabb,"Sep. 7, 2022",Video; 2022 Election; Featured video; Wait; Who?!,15
