,0_religiosity,0_frequency_religious_practices,0_change_frequency_religious_practices,0_frequency_meditation,0_change_frequency_meditation,0_prior_attention,0_international,0_taking_medication,1_psychedelic_consumed,2_how_times_consumed,2_qualification_experience,2_microdosing_program,2_change_consumption,2_decrease_by_factors,3_psychedelic_but_meaningful,4_psychedelic_last_time,5_psychedelic_reasons,5_other_reason,6_psychoactives_consumed,6_other_psychoactive,7_marihuana,7 stimulants,7_sedatives,7_antidepressants or antipsychotics,7_dissociative,7_mdma,7_other,7_marijuana_decreased_by_external_factors,7_stimulants_decrease_by_external_factors,7_sedatives_reduced_by_external_factors,7_antidepressants or antipsychotics_decreased_by_external_factors,7_dissociative_decreased_by_external_factors,7_mdma_decreased_by_external_factors,7_other_decreased_due_to_external_factors,7_tobacco,7_tobacco_decreased_due_to_external_factors,7_caffeine,7_caffeine_decreased_by_external_factors,7_alcohol,7_alcohol_decreased_by_external_factors,8_calm,8_insurance,8_tense,8_disgusted,8_like_a_fish_in_water,8_changed,8_concerned_possible_problem,8_satisfied,8_scared,8_comfortable,8_confident,8_nervous,8_agitated,8 undecided,8_quiet,8_to_taste,8 worried,8_stunned,8 balanced,8_good,9_good,9_nervous,9_to_taste,9_I_wish_to_be_so_happy,9_sorry_that_failed,9_rested,9_calm_serene_calm,9_difficulties_piling_up,9_I worry_about_unimportant_things,happy,9_bad_thoughts,9_lack_trust,9_insurance,9_decide_quickly,9_out_of_place,9_satisfied,9_unimportant_things_occupy_annoy,9_disappointments_affect,9_person_stable,9_things_between_hands_nervous_tense,10_interested,10 distressed,10_excited_excited,10_affected,10_strong,10_culpable,10_scared,10_aggressive,10 excited,10_satisfied_with_himself,10_irritable,10_awake,10_ashamed,10_inspired,10_nervous,10_decided,10_concentrated,10_agitated,10_active,10_scary,11_I_know_what_I_want_to,11_accept_what_goes_wrong,11_it_imports_to_think_about_the_future,11_I_can_say_what_I_think,11_people_like_me,11_will_achieve_goals,11_story_with_people_who_help,11_in_general_I_get_on_good_with_people,11_I_do_what_I_want,11_capable_of_thinking_life_project,11_accept_mistakes_improve,11_make_decisions_without_hesitating,11_face_obligations_without_problems,12_I_carry_out_plans_until_the_end,12_handling_problems_different_modes,12_do_things_without_depending,12_I keep_interest_important_things,12_take_things_without_concern,12_friendly_withme,12_manage_several_things,12_decided,12_rare_times_I_ask_the_purpose_of_things,12_I_do_things_by_one,12_self_disciplined,12_maintain_interest,12_usually_find_things_to_laugh about,12_confidence_in_my_going_through_difficult_times,12_in_emergencies_you_can_trust_me,12_see_situation_several_points_of_view,12_my_life_has_sense,12_I_don't_insist_in_things_that_I_can't_do_anything,12_meeting_exit_in_difficult_situation,12_I_have_energy_for_what_I_have_to_do,12_I_feel_comfortable_if_there_are_people_who_don't_like_me,13_login_disclaimer_fork,hash
10153,25,4,59,3,56,2,2,2,"2,1",5,90,2,59,0,1,7,2,-999,"1,2,4,8",-999,79,-999,-999,-999,-999,-999,-999,0,-999,-999,-999,-999,-999,-999,62,0,83,0,59,0,4,3,1,1,2,1,2,3,2,3,3,2,1,1,3,3,2,1,3,3,4,2,4,2,2,4,4,1,3,4,2,1,4,4,1,4,3,2,4,2,5,2,3,2,4,1,2,1,4,4,1,5,1,5,2,5,4,2,5,2,1,1,1,1,1,1,1,1,2,1,1,1,1,7,7,6,7,5,6,6,6,4,5,7,7,7,7,7,7,7,5,6,7,6,1,-1232980412278242031
10154,0,5,50,5,50,1,2,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1,5,8",-999,51,-999,59,-999,-999,-999,-999,0,-999,0,-999,-999,-999,-999,-999,-999,-999,-999,51,0,2,2,3,2,1,2,2,1,2,1,2,3,1,3,2,1,3,2,1,2,2,3,3,2,2,1,1,2,2,3,2,2,3,3,1,3,3,4,3,3,3,3,2,4,2,2,3,3,1,3,4,3,1,1,3,1,1,2,1,4,2,1,2,3,1,1,1,1,2,1,1,2,1,6,6,7,5,3,3,5,4,5,4,5,4,7,5,7,6,4,3,6,5,3,1,-333024782743682689
10155,0,5,50,5,50,2,2,2,2,5,100,2,15,true,-999,4,"2,1",-999,"1,2,4,8,9",-999,81,-999,-999,-999,-999,0,-999,0,-999,-999,-999,-999,true,-999,0,0,0,0,70,0,2,2,3,3,1,3,4,1,2,2,2,3,3,3,1,1,3,1,1,2,2,3,1,4,3,1,2,3,3,2,2,2,1,2,3,1,3,4,2,3,1,3,2,4,2,5,5,3,2,2,2,3,2,1,4,3,1,4,2,2,3,2,1,1,2,2,1,1,1,2,1,2,1,7,5,5,5,4,5,7,6,2,3,5,6,7,3,7,5,3,2,3,5,4,2,2763958521838801336
10156,0,5,50,4,44,2,2,2,3,1,32,2,41,0,-999,5,1,-999,8,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,3,2,2,2,1,2,3,2,2,2,2,2,2,1,2,1,3,2,2,2,3,2,2,3,3,2,3,2,4,3,2,4,2,2,3,2,3,2,2,2,4,2,1,4,3,1,4,1,2,2,2,4,2,2,2,2,1,2,3,2,3,1,1,2,3,2,2,3,2,1,2,1,2,4,4,6,5,2,2,5,5,3,2,4,4,3,2,5,4,4,3,4,4,1,1,-2273974791778782988
10157,0,5,50,5,50,1,2,2,"1,2",10,100,2,0,0,2,5,"1,2",-999,"1,2,3,4,7,8,9",-999,82,0,-999,-999,0,0,-999,0,0,-999,-999,0,true,-999,70,0,37,0,88,0,3,2,1,2,3,1,1,2,1,3,3,1,1,2,3,3,2,1,2,3,2,2,3,2,3,1,1,2,3,3,2,3,2,1,2,3,4,3,2,3,4,3,1,4,1,1,4,2,1,3,4,1,1,1,4,2,1,1,3,4,3,3,1,2,1,3,1,1,1,1,1,3,1,4,7,6,5,3,6,7,2,3,1,1,1,6,5,7,7,5,5,5,3,2,2,4422684346846106216
10158,0,5,50,2,67,1,2,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1,2,4,8",-999,43,-999,-999,-999,-999,-999,-999,true,-999,-999,-999,-999,-999,-999,0,true,66,0,69,0,2,1,2,4,1,2,4,2,2,3,3,2,1,3,2,2,4,1,3,2,3,1,3,1,1,2,2,1,2,3,2,2,3,3,1,3,4,4,2,1,3,3,4,5,2,3,5,1,4,4,3,4,1,4,1,4,4,1,3,2,1,3,1,3,1,1,2,1,2,1,2,1,2,5,4,7,7,4,5,7,7,1,1,7,4,7,4,1,7,7,1,7,2,7,1,-2686997009287543873
10159,17,5,50,5,50,1,2,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1,2,4,8",-999,51,-999,-999,-999,-999,-999,-999,0,-999,-999,-999,-999,-999,-999,51,0,50,0,21,0,2,3,3,2,1,4,3,2,1,2,2,4,1,3,2,2,2,1,2,3,3,3,2,2,3,2,2,2,2,3,3,4,1,1,2,2,3,2,3,1,4,2,1,2,2,1,1,4,2,2,5,5,1,1,4,2,2,1,3,1,2,2,1,1,1,2,1,1,3,1,1,3,3,4,4,3,5,5,3,3,2,1,2,4,5,6,3,3,5,7,3,4,5,2,1,-6461999882109702323
10160,0,5,50,5,50,1,2,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1,4,8",-999,0,-999,-999,-999,-999,-999,-999,true,-999,-999,-999,-999,-999,-999,-999,-999,11,0,13,0,2,2,3,3,2,3,4,2,2,2,1,3,2,3,2,2,3,2,1,2,2,3,1,2,2,2,1,2,2,2,3,4,1,2,2,2,3,2,2,2,3,4,3,3,2,1,2,3,2,1,2,2,1,2,4,2,3,3,2,1,2,1,1,2,1,2,1,1,2,2,1,3,3,5,7,5,5,2,2,4,4,3,3,5,5,5,2,7,6,4,3,5,3,6,1,4231956065389749108
10161,0,5,50,5,50,2,2,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1,2,4,8",-999,49,-999,-999,-999,-999,-999,-999,0,-999,-999,-999,-999,-999,-999,51,0,49,0,62,0,4,3,2,1,4,2,1,3,1,4,3,1,1,1,3,4,2,1,3,3,4,1,3,1,2,1,4,2,1,4,1,2,3,4,2,3,1,1,4,1,5,1,5,2,5,1,1,1,4,4,1,5,1,4,1,3,4,1,4,1,1,1,1,1,2,1,1,2,1,1,1,1,1,5,4,4,6,5,3,5,6,2,5,7,6,7,5,6,5,7,7,6,6,1,1,-1478171375111937715
10162,8,5,50,5,50,1,2,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,4,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,0,-999,-999,2,2,2,2,3,2,2,1,2,2,2,2,1,4,3,3,2,1,2,2,3,4,1,4,4,1,3,2,4,2,4,4,1,1,2,1,4,4,4,4,1,3,2,1,3,3,2,2,1,2,4,2,2,1,2,1,2,1,3,2,2,3,1,3,1,2,3,1,1,1,2,3,1,6,5,7,5,3,1,7,3,4,2,7,2,5,2,5,7,7,3,7,3,1,2,6376447525217418389
10163,11,5,50,5,50,2,2,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"2,5,8",-999,-999,-999,20,-999,-999,-999,-999,-999,-999,0,-999,-999,-999,-999,0,true,-999,-999,11,0,2,2,3,3,2,3,3,1,2,1,2,4,4,3,1,1,3,3,1,2,2,3,1,3,2,2,2,2,3,1,3,3,2,2,2,2,2,2,2,2,2,4,2,4,2,1,1,3,2,1,5,2,1,2,5,2,2,4,2,1,1,2,1,2,1,1,2,1,2,1,1,2,2,7,5,7,6,2,3,4,5,5,3,5,5,6,3,6,5,5,2,6,6,5,2,8215774491067662873
10164,0,5,50,5,50,1,2,2,2,10,100,2,0,0,-999,3,2,-999,"1,2,4,5,8,9",-999,54,-999,0,-999,-999,0,-999,0,-999,0,-999,-999,0,-999,54,0,55,0,67,0,3,3,2,2,1,2,2,1,1,2,2,2,1,1,3,2,2,1,2,2,4,2,4,1,2,3,3,2,1,4,2,2,3,4,2,4,1,1,4,2,3,3,2,4,3,1,1,1,2,3,3,3,1,2,1,3,3,1,3,1,2,1,1,1,1,1,1,1,2,1,1,2,1,6,4,7,6,4,3,7,6,1,4,4,5,7,4,7,7,4,5,7,6,5,2,-6505533705425068347
10165,20,4,50,5,50,2,2,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1,2,8",-999,51,-999,-999,-999,-999,-999,-999,0,-999,-999,-999,-999,-999,-999,50,0,-999,-999,51,0,4,4,2,2,2,2,3,2,2,3,4,1,1,2,2,2,3,1,2,3,2,3,1,3,2,3,3,3,3,2,3,3,2,3,3,2,2,1,2,1,3,3,3,3,2,2,1,2,3,2,1,3,2,4,2,3,4,2,2,1,2,1,2,3,1,2,2,1,1,1,1,1,1,2,4,7,6,4,5,5,4,4,4,5,4,7,5,5,4,2,4,4,3,5,1,-538978465470360846
10166,28,5,50,5,50,1,2,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1,4,8",-999,63,-999,-999,-999,-999,-999,-999,0,-999,-999,-999,-999,-999,-999,-999,-999,100,0,77,0,2,3,2,4,2,2,2,2,2,2,4,2,2,1,2,3,3,1,2,3,4,2,4,1,2,1,3,2,2,4,1,1,4,4,1,4,2,1,3,1,4,2,4,4,3,2,3,2,4,5,5,4,1,4,4,4,4,4,4,4,3,1,1,2,1,1,1,1,1,1,1,1,2,6,6,5,5,3,7,4,6,3,5,5,6,7,7,7,7,7,7,6,6,5,2,6178905485161083968
10167,8,5,50,5,50,1,2,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1,2,4,8",-999,0,-999,-999,-999,-999,-999,-999,0,-999,-999,-999,-999,-999,-999,0,0,97,0,57,0,3,3,2,2,3,1,2,3,1,3,2,1,1,4,3,3,2,1,3,4,2,4,1,3,4,2,4,2,3,4,1,4,1,1,3,2,4,1,3,3,3,2,1,3,1,1,2,1,1,4,5,2,3,2,4,5,5,1,4,2,1,3,1,3,2,2,1,1,2,1,1,3,2,5,6,4,7,3,2,6,5,1,2,6,5,6,2,6,7,7,2,6,4,2,2,-856833128175867172
10168,11,5,50,5,50,1,2,2,1,1,60,2,53,0,-999,5,"1,2",-999,"1,4,8",-999,48,-999,-999,-999,-999,-999,-999,0,-999,-999,-999,-999,-999,-999,-999,-999,77,0,58,0,3,3,1,1,4,1,1,2,1,4,3,1,1,1,3,3,1,1,3,3,4,1,2,1,2,3,2,1,1,4,1,2,3,4,1,3,1,1,3,1,2,1,2,1,3,1,2,3,2,2,3,4,1,2,1,3,2,1,4,1,3,1,2,1,1,1,1,1,1,3,1,1,1,6,5,6,7,7,7,6,7,5,3,3,6,7,6,6,6,5,5,6,6,5,1,-4094758484423961655
10169,11,4,49,2,87,1,2,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1,2,4,8",-999,45,-999,-999,-999,-999,-999,-999,0,-999,-999,-999,-999,-999,-999,45,0,64,0,44,0,3,3,2,2,1,2,2,2,1,2,3,2,1,2,3,2,2,1,3,3,3,2,3,2,2,3,3,2,3,3,2,3,2,2,2,2,3,2,3,2,3,3,2,2,4,1,1,1,3,2,3,3,1,3,2,3,3,2,3,1,2,1,1,2,1,2,1,1,2,2,1,2,1,4,5,4,5,3,3,5,4,3,3,3,3,6,5,6,6,6,4,6,5,3,1,-6333929103446358943
10170,0,5,50,4,38,2,2,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1,4,8",-999,16,-999,-999,-999,-999,-999,-999,true,-999,-999,-999,-999,-999,-999,-999,-999,32,0,68,0,1,2,4,4,2,4,4,1,2,2,3,4,1,2,2,1,3,3,2,2,1,2,3,3,2,3,4,2,2,2,2,1,2,3,3,2,2,2,2,1,3,4,2,4,2,3,1,1,2,3,3,2,1,3,4,2,3,3,3,3,1,1,1,1,3,2,2,3,2,1,1,3,3,4,6,5,5,3,5,5,3,2,5,7,5,3,3,7,7,6,3,3,3,2,2,5081429297628523198
10171,25,4,47,5,50,2,2,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1,2,4,8",-999,2,-999,-999,-999,-999,-999,-999,true,-999,-999,-999,-999,-999,-999,50,0,31,0,47,0,3,2,2,1,2,1,2,2,1,1,3,1,1,2,3,2,2,1,2,3,3,2,3,1,2,2,3,2,3,3,1,2,3,2,1,3,3,3,3,1,3,1,2,2,3,1,2,2,3,3,1,3,1,3,1,2,2,1,3,1,2,1,1,2,1,1,1,1,2,2,1,1,1,5,5,5,6,5,7,6,5,5,3,3,6,6,6,6,5,7,4,5,7,4,2,1743443135273826250
10172,61,1,59,5,50,1,2,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"4,8",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,59,0,53,0,1,1,4,3,1,3,3,2,4,2,2,2,1,1,2,2,3,2,2,2,3,2,2,3,3,1,2,1,2,3,2,1,2,4,2,3,2,1,4,1,4,4,1,3,1,1,5,3,1,2,5,1,1,1,3,1,4,1,1,5,1,1,1,2,3,2,1,1,2,3,2,2,1,3,7,5,7,7,5,7,5,3,1,1,5,5,5,6,7,7,1,5,4,1,1,2195942461673241225
10173,0,5,50,4,71,2,2,2,"1,2",4,64,2,0,0,2,6,"2,1",-999,"1,4,8,9",-999,4,-999,-999,-999,-999,92,-999,true,-999,-999,-999,-999,0,-999,-999,-999,74,0,52,0,3,3,2,2,3,2,3,2,2,3,2,2,1,3,2,3,2,1,2,3,3,2,3,2,2,2,2,1,3,3,3,2,2,2,1,2,4,2,3,2,3,4,3,4,3,3,2,3,3,3,4,3,2,2,4,2,1,2,2,4,1,1,1,1,1,1,1,1,2,1,1,3,2,3,5,3,2,3,4,3,4,2,5,2,5,7,5,7,6,7,3,4,3,1,1,-4006962031749074637
10174,12,5,50,4,50,2,2,2,"2,4",20,100,2,18,true,2,3,"1,2,3,5,4",-999,"1,2,3,4,7,8,9",-999,100,0,-999,-999,0,7,-999,0,0,-999,-999,true,true,-999,79,0,78,0,91,0,3,3,2,1,3,1,2,4,2,4,4,2,2,2,3,4,2,1,3,3,4,2,4,1,2,2,2,2,1,3,3,2,3,1,1,3,3,2,3,2,5,2,5,1,5,3,3,1,5,5,3,5,1,5,3,5,5,3,5,1,1,1,1,1,2,1,1,2,2,1,2,3,2,4,2,6,6,4,4,6,4,1,2,4,5,7,6,7,7,7,1,4,3,1,1,8796940440708202863
10175,19,4,47,4,38,2,2,2,2,8,56,2,28,true,-999,6,2,-999,"1,3,8,9,4",-999,26,22,-999,-999,-999,0,-999,true,true,-999,-999,-999,true,-999,-999,-999,25,true,35,true,2,2,2,2,1,2,3,1,2,2,2,2,2,4,2,2,3,3,1,2,2,2,2,3,3,3,2,3,4,2,3,3,2,1,3,2,4,3,2,3,2,3,3,4,2,4,3,3,2,2,4,2,4,2,4,2,2,4,2,3,3,3,2,2,2,2,2,1,3,2,2,2,3,4,3,2,3,6,2,2,3,3,4,1,2,7,4,3,6,4,3,6,4,3,2,4012982504490590653
10176,0,5,50,4,11,1,2,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1,2,4,8",-999,0,-999,-999,-999,-999,-999,-999,true,-999,-999,-999,-999,-999,-999,0,true,65,0,92,0,2,2,3,2,1,4,2,1,1,1,2,4,1,1,1,1,2,3,1,2,3,2,4,1,2,3,1,2,1,3,3,2,3,4,3,2,2,2,2,1,3,4,1,4,1,4,1,5,1,2,5,2,1,3,4,3,3,3,1,1,3,1,1,1,2,2,2,2,1,2,1,1,2,5,6,6,6,3,2,6,6,1,3,4,6,7,3,7,7,1,3,5,6,2,2,3490487105578052558
10177,14,5,50,5,50,1,2,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"2,4,5,8",-999,-999,-999,46,-999,-999,-999,-999,-999,-999,0,-999,-999,-999,-999,47,0,48,0,0,true,3,3,4,4,2,3,4,1,4,1,2,2,2,2,2,1,4,1,4,2,4,2,3,2,3,1,2,3,3,4,2,2,3,1,2,3,4,3,3,1,5,3,3,5,3,1,3,4,2,3,5,5,3,1,5,3,3,4,3,4,1,3,1,3,1,2,1,1,2,1,1,2,1,7,4,3,7,4,1,7,4,4,7,7,7,1,4,7,4,7,4,4,1,7,2,1465414815065138614
10178,11,5,50,4,61,1,2,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"2,8,5",-999,-999,-999,9,-999,-999,-999,-999,-999,-999,0,-999,-999,-999,-999,27,true,-999,-999,88,0,2,2,1,4,1,1,3,1,2,1,1,3,2,2,1,1,3,2,1,1,2,2,2,1,2,1,2,4,4,2,2,3,1,2,2,2,2,3,2,2,3,5,1,5,1,4,4,1,1,1,1,1,2,1,2,1,1,2,2,3,2,3,2,2,2,2,2,2,1,2,2,2,2,2,4,3,6,4,3,4,2,4,4,1,2,6,3,3,6,4,4,4,3,4,2,6613784427133575374
10179,55,4,58,2,59,1,2,2,"1,2",2,37,2,50,0,2,7,2,-999,"1,2,4,8",-999,56,-999,-999,-999,-999,-999,-999,0,-999,-999,-999,-999,-999,-999,10,0,49,0,0,0,2,2,2,2,2,2,2,3,2,2,2,1,1,2,3,3,2,2,3,3,3,2,2,3,2,2,2,2,3,3,3,2,2,1,2,2,3,3,2,2,2,3,4,4,4,3,3,4,3,2,4,2,3,3,2,3,3,2,3,2,2,2,1,2,2,2,2,2,2,1,1,2,2,4,7,4,5,2,4,6,4,2,2,2,3,4,4,3,4,3,3,4,4,2,1,4423324129693553518
10180,0,5,50,2,48,2,2,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"2,4,8",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,49,0,49,0,49,0,3,3,1,1,3,1,2,2,1,2,2,1,1,3,3,2,2,2,3,3,3,1,2,2,4,1,4,3,3,1,1,4,3,1,4,2,3,3,2,3,3,1,1,1,2,2,1,1,2,2,1,3,1,1,1,2,1,1,3,2,3,1,1,3,2,3,2,2,1,1,2,3,3,4,4,6,6,3,6,3,1,5,6,2,2,1,3,5,7,4,7,4,6,2,2,-7017592840870097989
10181,0,5,50,5,50,2,2,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1,2,4,5,8",-999,100,-999,0,-999,-999,-999,-999,0,-999,0,-999,-999,-999,-999,100,0,25,0,94,0,4,2,1,1,3,1,2,4,1,4,2,2,1,2,4,4,2,2,2,3,3,3,2,2,1,2,3,2,2,2,2,2,2,4,1,3,3,2,3,2,4,3,4,2,2,1,3,2,1,2,2,2,1,4,2,4,3,1,1,3,1,1,1,3,1,1,1,1,2,1,1,2,2,3,7,6,3,6,7,7,5,1,1,1,2,2,7,6,6,3,2,7,7,1,2,3105060492203152021
10182,0,5,50,5,50,2,2,2,2,20,100,2,0,true,-999,3,"1,2,4",-999,"1,4,8,9",-999,90,-999,-999,-999,-999,0,-999,0,-999,-999,-999,-999,true,-999,-999,-999,53,0,78,0,3,3,1,1,1,1,1,2,1,3,3,1,1,2,4,2,1,1,2,3,4,1,3,3,2,3,4,2,1,4,1,2,3,4,2,3,1,1,4,1,3,1,2,1,3,1,1,1,3,4,1,2,3,2,1,3,4,1,3,1,3,1,1,2,1,2,1,1,1,3,1,1,2,6,6,7,7,6,6,4,5,4,6,4,4,7,6,4,6,6,7,6,4,2,2,6136519859651989551
10183,8,4,45,1,48,2,2,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"8,4",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,37,0,39,0,2,3,2,2,1,1,2,3,1,3,3,2,1,1,3,2,2,1,3,3,3,2,3,1,1,4,3,2,1,4,1,1,3,3,1,4,1,1,4,2,3,2,3,3,3,1,2,2,3,4,2,4,1,3,2,4,4,1,4,1,1,1,2,1,1,1,1,1,2,1,1,2,1,6,6,6,6,6,6,5,6,6,7,7,6,7,6,6,7,7,6,7,6,4,2,-1225744297553648181
10184,49,4,54,4,51,2,2,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1,2,4,8,5",-999,46,-999,52,-999,-999,-999,-999,0,-999,0,-999,-999,-999,-999,48,0,50,0,62,0,3,3,2,1,3,1,2,3,2,3,2,1,1,1,3,3,2,2,3,3,3,2,3,3,2,3,4,1,1,2,2,3,3,3,2,3,2,3,4,2,4,1,1,2,4,1,2,1,4,4,1,3,1,2,1,4,3,1,3,1,3,1,1,2,2,3,1,1,2,3,1,1,1,6,4,6,5,5,6,3,3,6,5,5,3,4,4,6,6,4,6,5,5,6,2,-6162598117908326034
10185,0,5,50,5,50,2,2,2,2,1,26,2,0,true,-999,7,2,-999,1,-999,47,-999,-999,-999,-999,-999,-999,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,3,3,2,1,3,1,2,3,1,3,3,1,1,1,3,3,1,1,3,4,3,2,3,1,2,3,3,3,2,4,1,2,4,1,1,4,2,1,3,3,2,1,1,2,2,1,1,1,2,2,1,3,1,2,1,2,1,1,2,1,2,1,2,1,1,1,1,1,2,2,1,3,2,3,4,4,3,5,6,2,2,2,2,2,4,6,5,7,6,7,2,6,5,1,2,-1419724886548012238
10186,73,2,54,4,52,2,2,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"4,8",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,50,0,83,0,2,3,3,1,3,3,3,2,4,2,2,3,3,3,2,3,3,3,3,3,4,3,3,3,3,2,4,3,3,4,3,4,3,3,2,3,3,3,3,3,3,3,3,3,3,1,3,1,3,3,3,3,1,3,3,3,3,3,2,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,1,1,1,1,1,1,1,1,4,1,-475137985293831474
10187,8,5,50,5,50,1,2,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1,4,8",-999,51,-999,-999,-999,-999,-999,-999,0,-999,-999,-999,-999,-999,-999,-999,-999,51,0,21,true,3,2,2,2,1,1,3,2,3,2,2,1,1,2,2,2,3,2,2,2,3,2,2,3,2,2,2,3,3,3,2,3,2,2,1,2,3,2,2,3,3,3,2,4,2,3,3,3,2,2,3,3,2,2,3,2,2,2,1,3,2,3,1,2,1,2,1,1,2,2,1,3,1,5,3,5,7,2,4,5,3,2,4,4,6,6,3,6,5,6,2,4,2,3,2,4769904650713595738
10188,0,5,50,5,50,1,2,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1,2,4,5,6,8",-999,60,-999,0,0,-999,-999,-999,0,-999,true,true,-999,-999,-999,0,true,58,0,43,true,1,1,2,3,1,3,3,1,2,1,2,2,3,3,1,1,4,2,1,1,3,2,4,1,2,2,2,1,1,3,2,1,4,4,1,3,1,2,3,1,3,5,2,5,2,1,2,2,1,2,4,3,1,1,3,2,2,3,2,3,3,3,1,3,1,3,2,1,1,1,1,2,1,6,6,7,5,2,2,7,7,1,1,6,5,6,6,7,7,7,3,5,6,5,1,-4643734521023723266
10189,24,4,50,5,50,2,2,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"4,8",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,47,0,27,true,3,2,3,2,1,2,3,2,2,2,2,3,2,3,2,2,3,2,1,2,3,2,2,3,2,2,3,1,3,4,3,3,2,1,2,2,2,3,3,2,2,3,2,3,1,1,3,2,1,3,2,3,1,3,2,3,3,2,2,3,2,2,1,3,1,1,1,1,1,2,2,2,3,5,5,4,6,3,5,5,5,2,4,4,6,5,4,6,6,5,2,5,5,3,2,-1170046578845257004
10190,0,5,50,4,60,2,2,2,"2,1",40,71,2,0,0,2,7,"1,2,3,4,5",-999,"1,2,8,9",-999,0,-999,-999,-999,-999,0,-999,true,-999,-999,-999,-999,0,-999,56,0,-999,-999,63,0,2,2,2,3,1,2,3,1,2,1,2,2,2,2,1,1,2,1,2,2,3,1,2,4,4,1,2,2,1,2,1,4,2,1,4,1,3,1,3,2,3,4,1,3,2,1,4,2,1,1,4,4,1,1,3,1,1,1,2,4,3,1,1,1,2,2,1,1,1,2,1,1,2,5,7,7,7,5,3,6,4,1,5,1,4,6,2,7,7,7,1,4,3,4,1,-177537727302403005
10191,0,5,50,4,51,2,2,2,"2,1",2,97,2,0,true,2,7,"1,2",-999,"1,4,8",-999,0,-999,-999,-999,-999,-999,-999,true,-999,-999,-999,-999,-999,-999,-999,-999,47,0,48,0,3,3,2,1,2,1,2,4,2,4,4,1,1,1,3,3,2,1,3,4,3,2,4,1,2,2,2,2,2,3,1,2,3,3,2,3,2,3,4,2,5,2,3,2,5,1,2,1,3,5,2,5,2,4,2,5,5,2,5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,5,5,7,7,1,3,7,7,7,7,7,7,7,3,6,7,4,2,1534528353884029278
10192,0,5,50,5,50,1,2,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1,4,5,8",-999,0,-999,0,-999,-999,-999,-999,0,-999,0,-999,-999,-999,-999,-999,-999,46,0,64,0,3,3,2,1,2,2,1,3,1,3,3,1,1,1,3,3,1,1,3,3,4,1,4,1,2,4,3,1,1,4,2,2,4,4,1,4,1,2,4,2,3,1,3,2,4,1,1,1,3,4,2,4,1,3,1,3,4,1,3,1,1,1,1,1,1,2,1,1,1,1,1,1,1,6,7,6,7,5,6,5,7,4,5,4,6,7,7,7,7,7,6,7,5,4,2,7770509822774257533
